street,Weekday_6,Weekday_7,Weekday_8,Weekday_9,Weekday_10,Weekday_11,Weekday_12,Weekday_13,Weekday_14,Weekday_15,Weekday_16,Weekday_17,Weekday_18,Weekday_19,Weekday_20,Weekend_6,Weekend_7,Weekend_8,Weekend_9,Weekend_10,Weekend_11,Weekend_12,Weekend_13,Weekend_14,Weekend_15,Weekend_16,Weekend_17,Weekend_18,Weekend_19,Weekend_20
Nanjung Raya,-0.5941432013807865,-0.7187026171212364,-0.18974137561055976,-0.36113713058197455,-0.4452484270618846,-0.3334045223147385,-0.3717241414736936,0.4520222743189462,-0.36355118567860906,-0.29638323640349984,0.5424641517847638,0.8623366048206054,0.08541132125271295,0.5869093435642634,0.49005719704085315,-0.7879301859473139,0.9728700494323518,-0.32783154167585066,-0.6978016868829152,-0.6619795110853208,1.2039635237443702,0.8980234645865448,-0.048917947633489674,-0.3740836594495262,0.0558801464664789,0.8874654715282225,0.863332406602074,0.8218216148047416,0.8719651650688774,1.7224568287510404
Daeng Mohammad Ardiwinata,-0.07803233130337026,-0.34199417579595165,-0.1707298348373987,-0.4128210398024927,-0.3125176778692739,-0.21552491267206386,-0.18257337916136357,-0.07198745358712615,0.0,0.26756255720595384,0.4047708893542974,0.04522835433691809,0.0,-0.19335623150391515,-0.2784806984647021,-0.0664871746508373,0.0,0.0,-0.37076036983214533,-0.2599674767289,0.26129520338796747,0.47360897215446324,-0.006598728226296024,0.008701800322686793,-0.13053942966999704,-0.2695305325906627,0.37850831125666295,0.11522849572375608,-0.025690859617651326,0.0
Dra Hj Djulaeha Karmita,0.002594825707033899,0.09616587513239097,-0.23562677449944458,-0.3321376419033244,0.0,-0.027269432022809945,-0.24399502406156762,-0.029239736261986858,-0.10763900062278442,-0.25572912902843703,-0.182001606089354,-0.554529891699911,-0.6005522532856836,0.0,0.7826276391979623,0.22366028411063846,-0.0627048298742916,-0.032571132133406795,-0.30260984340350766,-0.522871568556032,-0.2424420492849181,-0.6251081174606097,0.01772579403107256,-0.6325191879557227,-0.6474513645226389,-0.4426838029643656,-0.33235508902865674,-0.28502920442977325,-0.16649646826570338,0.2864624351765614
Baros,1.124680417174306,0.4868751345875872,0.7783787085243729,0.19565319306944703,0.47118135130990785,0.6499635162662988,0.4623034491072725,0.6887083293390551,0.6898624453255148,-0.5511448417376943,-0.2404703011166309,-0.10960512346336752,0.5026630434596534,0.27451492312222153,-0.05119321999849453,0.2004793439947337,0.237951500780778,0.8996186300743443,0.2730298906183989,0.05005112605421648,-0.0087255611381618,-0.12199982361573918,0.20411312629882356,1.8556990955014618,0.40897076104745894,0.634798405156448,0.11871895433371184,-0.23841068759166842,-0.19218277197063757,-0.29680991185964295
Cibaligo,-0.7036441779082224,-0.7431376878248469,-0.3167678491091525,-0.36036684574477607,-0.4437849003268868,-0.37627479534211455,-0.39416525427486016,-0.4021713223400772,-0.4501237310563474,-0.5592059452655818,-0.7590461665806092,-0.4502513058315744,-0.6046772968125402,-0.15387413182933968,-0.6872432883354403,0.0026535831555168175,-0.28322932310394866,0.04343434903554114,-0.2920163972523435,0.3119777589537025,-0.8295406537414035,-0.9751116654300453,-0.6645434577076264,0.0,-0.6860557511989919,-0.924777093913178,-0.45339404947879564,-0.6514126021462809,-0.47395259913789045,-0.28207194577988887
Jalan Raya Kerkhof-Padakasih,-0.663107906773548,-0.9205067012391664,-0.49227697050919494,-0.8038712339291706,-0.6410118423352982,-0.5095463074719896,-0.441638679457036,-0.6395297760109727,-0.8023558863125654,-0.5959918007358369,-1.370146743797771,-1.1067821349893898,-0.909449216851675,-0.6762829210460042,-0.7256307500994482,-0.1490528473178315,-1.381628938720691,-0.4982310708825767,-0.8383422317773647,-0.8265802610792892,-1.1728943045694484,-1.08960118322829,-1.2780696220312726,-1.4888921680952807,0.040009460747043875,0.5630619660123831,-1.0415678341617498,-0.7922985780316733,-0.6130573625206114,-0.31538873628263603
Cijerah Raya,0.6771841630694885,0.5002896401093339,1.2595129470691793,1.0214539372050537,0.5717263995692404,0.5410487272088694,0.16639982444373136,0.2076739449362462,-0.144930153087161,-0.08837765434379136,-0.45473537231138844,0.13414330574361683,0.06459660933393828,-0.2651237670133243,-0.1416201432978901,0.18317135973058277,1.4037618249365378,0.6236935112880883,0.2085614673852415,0.6209220386626202,0.5063337086129027,-0.7913613225172192,0.6688959885852892,0.2410534499157994,-0.8423776106196161,0.6882147294451972,-0.5696817079732164,-0.13613008310595556,-0.2710505148626848,-0.31318058209176064
Gempol Sari,-0.022412895213657177,0.0,0.1749600993792802,-0.15058778556952698,0.18608771500975133,0.43971098263877706,0.3546948464814266,0.7080333419875487,1.1117652279097665,0.660232564127453,0.0,0.22072440166347257,0.34371066389519,0.4781888913976298,0.0,0.8893773047199768,0.5600302862279105,0.4218841030960007,0.36445628496139953,-0.06184031496429058,-0.3517909971894256,0.48171985004491447,-0.5440762408883048,-0.04530994551056103,0.2898232764486472,-0.3135314888140055,-0.36164483514264667,0.3974280528382547,0.2621043668915802,0.5435649803640625
Jenderal Haji Amir Machmud,0.8237582200476591,0.2850957385936403,0.7962531413656231,0.6236825938726301,0.6715372613789223,0.7819198525290842,0.8818915939794839,0.8998853111715812,0.35144816956343633,0.728555430609181,0.42039331016984915,0.4582358131351419,0.5509331637963016,0.9581225649334342,1.9902966261496808,0.35902514498397986,1.8919995139814738,0.5958481248625778,0.0,0.9021646629001802,0.7922188895233779,0.34757750264958087,0.4009720414272499,0.7387527139876638,0.4159306035808433,0.39999818149966204,0.34282053256180284,0.9286133222722773,0.541628240780556,1.443180224061212
Pesantren,-0.026744652745756704,-0.5579282715763682,0.002672784447533639,0.0,-0.3873748039432777,-0.20356584159856914,-0.08355811719698941,-0.14796100096687337,-0.31275651843517926,-0.21750915999204964,-0.7985119642399557,-0.7160703838727257,-0.4921382107687816,-0.2525149042914678,-0.08628910593011785,1.9824380059152316,0.7839671168957866,-0.22791949301372133,-0.4813542868513006,-0.16330774546181734,-0.6421885747038718,-0.4992890389967312,-0.7412812678888618,-0.9830915896555866,-0.5241701093321357,-0.589542458260487,-0.33646719094584504,-0.4719840025471148,-0.3136579094240603,-0.2291848294860217
Istana Pasteur Regency,4.433280293564891,2.6613827210221976,2.226561341309898,2.438576530686838,0.9258355793273334,1.4872145648435409,2.317829371487037,3.0080846274165234,2.9477088548991377,4.903377268927385,8.299192593809687,4.98490247481641,4.021630080130123,5.307215036546081,7.98558432181509,-0.7879301859473139,-1.381628938720691,-1.7264923157054886,1.1464078712890078,3.5080506423527518,4.181664232068371,4.787977166516057,5.011746881216211,6.427639053337989,3.977063871337735,4.866826983072885,5.56546199948403,6.442721416851682,2.4538965949281275,0.8775531619964054
Jalan Lurah,2.2927281230757255,1.659691166982053,3.0838405462739074,2.3973355523239355,1.6213755122642863,1.410431729538109,1.2231749012268571,1.5177174536644396,1.7741084171849302,1.98438818043074,3.358367188379097,1.8324643543920724,1.4844492924032802,2.709745593060909,2.331910198164163,-0.7879301859473139,-1.381628938720691,-1.7264923157054886,0.6443943098937562,1.8012133592762944,2.535972979099636,2.411462678578482,1.0485106154056458,2.5033699381755676,2.472823845486137,2.3605049024036098,3.31445951477931,2.2557377883785033,1.3917023035014013,2.9252103596230423
Kebon Kopi,0.2512852773476137,0.26928754859023507,-0.015199653712986184,0.50394339970878,-0.36936153510855924,0.0,0.3556132990844417,-0.12166491113595476,-0.08814797078230323,0.16688686819744608,-0.20812016694867097,0.0,-0.26558952216031084,-0.15428140127784445,0.5524664559057924,-0.7879301859473139,-0.1424763184680308,1.0982907883823751,0.5269486390450018,0.2992184922358148,-0.3171183576274368,-0.5238244523770546,-0.9056252296119262,-0.42031111972146745,-0.038827644048338404,-0.06962022588820456,0.09328152368690036,0.07663568693606855,1.7081267912575038,-0.024374727675827542
N11 Gandawijaya,1.3167152548611527,0.9980025265836073,1.2296186565334304,0.6479047748776233,0.07514894304465673,-0.22571418034233756,-0.14349169260162856,-0.1640364460145237,-0.2856431947763596,0.0,0.2193580363984221,0.4436407716924341,0.5487039902678281,0.6170946920315854,0.3170670125007817,-0.7879301859473139,-0.05764629264139317,4.495048121559489,-0.6156962173052767,-0.30640228346573606,-0.13024141230375386,-0.08177492522088842,0.0,0.4495434658253485,0.4124479225643817,0.5603640113455124,0.8508026072830641,0.579674604490668,0.4068250493537389,1.2461142293849452
Tol Pasteur,-1.2296923435925216,1.5618556138630149,2.16890542943195,2.0151658297087702,2.8910469906578347,2.4245366322212223,3.8514205612256722,3.59363547240214,2.5701722366544173,3.9202952196165146,3.9556259715378377,2.1663517237007284,1.9050682841258393,1.2656429078499636,2.2247746485724544,-0.7879301859473139,-1.381628938720691,-1.7264923157054886,3.6247418975616545,3.462958960346429,2.5824865661043557,1.1669870248956564,1.6871494964543847,0.48912182810624977,0.5231483689161415,0.5779242003208043,0.6802777957403539,1.0534724482804438,0.6979474732452703,0.3546101062965981
Jenderal Sudirman,-0.10791654237400222,-0.3200861887069445,-0.16739367610829636,0.6948186091051192,0.2708053797129756,0.5228468326801212,0.0833630704624918,0.6199672134267163,0.6338298505606972,-0.31482876885986605,-0.5471891350264896,-0.5242733146638796,-0.3799588256369381,0.9040523931154378,0.302568301968755,-0.7879301859473139,0.16171269114683062,0.9797423173870066,0.6012551609391368,0.6109734153408203,0.3744994378441082,0.06622720921167018,0.46663565839463655,-0.06615832230619832,-0.75000805996932,-0.5364242624390576,-0.054512730092334157,0.0,0.3660866149000791,0.21226402804491518
Jalan Serut,0.6112417784325435,1.2489379029520158,-0.02579611831282534,-0.017579063185374534,0.9336765675927596,1.381757118116275,1.956441270457423,1.6113433819769958,0.8195812492219026,1.3788677903042155,3.3107945167681554,1.5438241392761716,1.2253087571684897,1.299341662092208,3.9330251530512483,-0.7879301859473139,0.35152422360924424,-1.7264923157054886,0.07941932632575792,0.026860908819097362,0.7156496687047026,0.031227122392397173,0.8318269941730769,0.9300849349426598,1.9381108440186317,1.0460331535269487,1.4180495845393504,1.460646408256768,1.1157249181124425,1.1738408408363432
